movieid,title,studio,runtime,rating,reldate
2692,Lonesome Jim,IFC Films,91,R,2006-03-24
2693,Mardi Gras: Made in China,Carnivalesque Films,72,,2006-03-24
2694,Stay Alive,Walt Disney,85,PG-13,2006-03-24
2695,Stoned,Screen Media Films,102,R,2006-03-24
2696,The Beauty Academy of Kabul,Shadow Distribution,74,Not Rated,2006-03-24
2697,The Lady in Question Is Charles Busch,,90,,2006-03-24
2698,Drawing Restraint 9,IFC Films,135,,2006-03-29
2699,Yang Ban Xi: The 8 Modelworks,Shadow Distribution,90,,2006-03-29
2700,ATL,Warner Bros.,105,PG-13,2006-03-31
2701,Adam & Steve,TLA Releasing,99,R,2006-03-31
2702,Awesome; I Fuckin' Shot That!,,90,R,2006-03-31
2703,Basic Instinct 2,Sony Pictures,114,R,2006-03-31
2704,Brick,Universal Pictures,110,R,2006-03-31
2705,Ice Age: The Meltdown,20th Century Fox,91,PG,2006-03-31
2706,Iowa,Koch Vision,104,,2006-03-31
2707,Iron Island,Kino International,90,,2006-03-31
2708,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Samuel Goldwyn Films,103,PG-13,2006-03-31
2709,Slither,Universal Pictures,95,R,2006-03-31
2710,The Devil and Daniel Johnston,Sony Pictures,110,PG-13,2006-03-31
2711,Tibet: A Buddhist Trilogy,TeleCulture,134,Not Rated,2006-03-31
2712,I Am a Sex Addict,IFC Films,98,Not Rated,2006-04-05
2713,Quality of Life,Argot Pictures,85,R,2006-04-06
2714,4,Leisure Time Features,126,,2006-04-07
2715,95 Miles to Go,THINKFilm,81,R,2006-04-07
2716,Free Zone,New Yorker Films,90,,2006-04-07
2717,Friends with Money,Sony Pictures,88,R,2006-04-07
2718,Lucky Number Slevin,Metro-Goldwyn-Mayer,110,R,2006-04-07
2719,On a Clear Day,Universal Pictures,98,PG-13,2006-04-07
2720,Phat Girlz,20th Century Fox,99,PG-13,2006-04-07
2721,Sir! No Sir!,Balcony Releasing,85,Not Rated,2006-04-07
2722,Take the Lead,Warner Bros.,118,PG-13,2006-04-07
2723,The Benchwarmers,Sony Pictures,80,PG-13,2006-04-07
2724,The Outsider,Westlake Entertainment Group,85,,2006-04-07
2725,When Do We Eat?,Hart Sharp Video,86,R,2006-04-07
2726,Sisters in Law,Women Make Movies,104,Not Rated,2006-04-12
2727,Blackballed: The Bobby Dukes Story,"7th Floor, The",91,,2006-04-13
2728,Hard Candy,Lionsgate,104,R,2006-04-14
2729,Herbie Hancock: Possibilities,Magnolia Pictures,90,PG,2006-04-14
2730,Kinky Boots,The Weinstein Company,107,PG-13,2006-04-14
2731,La Mujer de Mi Hermano,Lionsgate,89,R,2006-04-14
2732,Look Both Ways,Kino International,100,PG-13,2006-04-14
2733,Metal: A Headbanger's Journey,Warner Bros.,96,R,2006-04-14
2734,Mountain Patrol,IDP Distribution,90,Not Rated,2006-04-14
2735,Nathalie...,Koch Lorber Films,100,,2006-04-14
2736,Scary Movie 4,The Weinstein Company,83,PG-13,2006-04-14
2737,The Notorious Bettie Page,Picturehouse Entertainment,91,R,2006-04-14
2738,The Sisters,Arclight Films,113,R,2006-04-14
2739,The Wild,Walt Disney,94,G,2006-04-14
2740,American Dreamz,Universal Pictures,107,PG-13,2006-04-21
2741,Mongolian Ping Pong,First Run Features,102,Not Rated,2006-04-21
2742,Silent Hill,Sony Pictures,125,R,2006-04-21
2743,Somersault,Magnolia Pictures,106,Not Rated,2006-04-21
2744,Standing Still,Freestyle Releasing,90,R,2006-04-21
2745,Stolen,International Film Circuit,90,Unrated,2006-04-21
2746,The Celestine Prophecy,RAM Entertainment,99,PG,2006-04-21
2747,The Sentinel,20th Century Fox,108,PG-13,2006-04-21
2748,The Death of Mr. Lazarescu,Tartan,150,R,2006-04-26
2749,Three Times,IFC Films,120,,2006-04-26
2750,Akeelah and the Bee,Lionsgate,112,PG,2006-04-28
2751,Guys and Balls,Regent Releasing,106,R,2006-04-28
2752,Lady Vengeance,Tartan,112,R,2006-04-28
2753,Police Beat,Northwest Film Forum / WigglyWorld Studios,80,,2006-04-28
2754,RV,Sony Pictures,99,PG,2006-04-28
2755,Revoloution,Universal Pictures,80,Unrated,2006-04-28
2756,Stick It,Walt Disney,103,PG-13,2006-04-28
2757,The Lost City,Magnolia Pictures,144,R,2006-04-28
2758,The Whore's Son,Picture This! Entertainment,86,,2006-04-28
2759,United 93,Universal Pictures,111,R,2006-04-28
2760,Water,20th Century Fox,117,PG-13,2006-04-28
2761,An American Haunting,Freestyle Releasing,83,Unrated,2006-05-05
2762,Art School Confidential,Sony Pictures,102,R,2006-05-05
2763,Down in the Valley,THINKFilm,114,R,2006-05-05
2764,Hoot,Warner Bros.,91,PG,2006-05-05
2765,Mission: Impossible III,Paramount Pictures,126,PG-13,2006-05-05
2766,One Last Thing...,Magnolia Pictures,96,R,2006-05-05
2767,The Proposition,First Look International,104,R,2006-05-05
2768,Russian Dolls,IFC Films,125,Not Rated,2006-05-10
2769,Dead Man's Shoes,Magnolia Pictures,90,,2006-05-12
2770,Giuliani Time,Cinema Libre Studio,130,,2006-05-12
2771,Goal! The Dream Begins,Walt Disney,118,PG,2006-05-12
2772,Just My Luck,20th Century Fox,103,PG-13,2006-05-12
2773,Keeping Up with the Steins,The Weinstein Company,90,PG-13,2006-05-12
2774,Poseidon,Warner Bros.,98,PG-13,2006-05-12
2775,Saving Shiloh,Warner Bros.,90,PG,2006-05-12
2776,Sketches of Frank Gehry,Sony Pictures,83,PG-13,2006-05-12
2777,Wah-Wah,Roadside Attractions,120,R,2006-05-12
2778,Lemming,Strand Releasing,129,Not Rated,2006-05-19
2779,Mouth to Mouth,Artistic License,101,Not Rated,2006-05-19
2780,Over the Hedge,Paramount Pictures,83,PG,2006-05-19
2781,See No Evil,Lionsgate,84,R,2006-05-19
2782,The Da Vinci Code,Sony Pictures,149,PG-13,2006-05-19
2783,The King,THINKFilm,105,R,2006-05-19
2784,Twelve and Holding,IFC Films,94,R,2006-05-19
2785,An Inconvenient Truth,Paramount Pictures,100,PG,2006-05-24
2786,La Moustache,Cinema Guild,87,Not Rated,2006-05-24
2787,Stagedoor,Gidalya Pictures,79,,2006-05-24
2788,Cavite,Truly Indie,80,Not Rated,2006-05-26
2789,X-Men: The Last Stand,20th Century Fox,104,PG-13,2006-05-26
2790,Coastlines,IFC First Take,110,R,2006-05-31
2791,District B13,Magnolia Pictures,84,R,2006-06-02
2792,Favela Rising,HBO/Cinemax Documentary,80,,2006-06-02
2793,Peaceful Warrior,DEJ Productions,120,PG-13,2006-06-02
2794,The Break-Up,Universal Pictures,106,PG-13,2006-06-02
2795,The Cult of the Suicide Bomber,,96,,2006-06-02
2796,The Puffy Chair,Red Envelope Entertainment,85,R,2006-06-02
2797,The War Tapes,SenArt Films,97,,2006-06-02
2798,Typhoon,DreamWorks SKG,124,R,2006-06-02
2799,The Omen,20th Century Fox,110,R,2006-06-06
2800,Psychopathia Sexualis,Gravitas Ventures,102,R,2006-06-08
2801,A Prairie Home Companion,Picturehouse Entertainment,105,PG-13,2006-06-09
2802,Agnes and His Brothers,First Run Features,115,,2006-06-09
2803,Autumn,Truly Indie,110,Unrated,2006-06-09
2804,Cars,Walt Disney,117,G,2006-06-09
2805,Crossing the Bridge: The Sound of Istanbul,Strand Releasing,90,,2006-06-09
2806,The Heart of the Game,The Weinstein Company,97,PG-13,2006-06-09
2807,A/k/a Tommy Chong,Blue Chief Entertainment,80,,2006-06-14
2808,Garfield: A Tail of Two Kitties,20th Century Fox,78,PG,2006-06-16
2809,Land of the Blind,Bauer Martinez Studios,,R,2006-06-16
2810,Loverboy,Screen Media Films,84,R,2006-06-16
2811,Lower City,Palm Pictures,98,R,2006-06-16
2812,Nacho Libre,Paramount Pictures,92,PG,2006-06-16
2813,Only Human,Magnolia Pictures,85,R,2006-06-16
2814,The Fast and the Furious: Tokyo Drift,Universal Pictures,104,PG-13,2006-06-16
2815,The Lake House,Warner Bros.,99,PG,2006-06-16
2816,The Mostly Unfabulous Social Life of Ethan Green,Regent Releasing,88,R,2006-06-16
2817,Wordplay,,94,PG,2006-06-16
2818,Leonard Cohen: I'm Your Man,Lionsgate,105,PG-13,2006-06-21
2819,Click,Sony Pictures,107,PG-13,2006-06-23
2820,Say Uncle,TLA Releasing,91,R,2006-06-23
2821,The Great New Wonderful,First Independent Pictures,,R,2006-06-23
2822,The Hidden Blade,Tartan,132,R,2006-06-23
2823,The Road to Guantanamo,Roadside Attractions,95,R,2006-06-23
2824,Two Drifters,Strand Releasing,98,,2006-06-23
2825,Waist Deep,Universal Pictures,97,R,2006-06-23
2826,Wassup Rockers,First Look International,111,TV-MA,2006-06-23
2827,Room,Hart Sharp Video,75,,2006-06-28
2828,Strangers with Candy,THINKFilm,97,R,2006-06-28
2829,Superman Returns,Warner Bros.,154,PG-13,2006-06-28
2830,The Motel,ImaginAsian Pictures,75,,2006-06-28
2831,Who Killed the Electric Car?,Sony Pictures,92,PG,2006-06-28
2832,The Blood of My Brother,Lifesize Entertainment,,,2006-06-30
2833,The Devil Wears Prada,20th Century Fox,109,PG-13,2006-06-30
2834,A Scanner Darkly,Warner Bros.,100,R,2006-07-07
2835,Beowulf & Grendel,Truly Indie,103,R,2006-07-07
2836,Heading South,Shadow Distribution,108,Unrated,2006-07-07
2837,Kill Your Idols,Palm Pictures,75,,2006-07-07
2838,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,ESPN,97,PG-13,2006-07-07
2839,Pirates of the Caribbean: Dead Man's Chest,American Broadcasting Company (ABC),151,PG-13,2006-07-07
2840,Changing Times,Koch Lorber Films,90,,2006-07-14
2841,Edmond,First Independent Pictures,82,R,2006-07-14
2842,Gabrielle,Wellspring Media,90,,2006-07-14
2843,Little Man,Revolution Studios,98,PG-13,2006-07-14
2844,Mini's First Time,Home Box Office Home Video (HBO),91,R,2006-07-14
2845,The Groomsmen,Vivendi Entertainment,98,R,2006-07-14
2846,The Oh in Ohio,Cyan Pictures,88,Unrated,2006-07-14
2847,Time to Leave,Strand Releasing,81,Unrated,2006-07-14
2848,"You, Me and Dupree",Universal Pictures,108,PG-13,2006-07-14
2849,Azumi,Urban Vision Entertainment,128,,2006-07-21
2850,Been Rich All My Life,First Run Features,81,,2006-07-21
2851,Clerks II,Metro-Goldwyn-Mayer,97,R,2006-07-21
2852,Fan-Fan the Tulip,Rialto Pictures,102,,2006-07-21
2853,Lady in the Water,Warner Bros.,110,PG-13,2006-07-21
2854,Monster House,Sony Pictures,91,PG,2006-07-21
2855,My Super Ex-Girlfriend,20th Century Fox,95,PG-13,2006-07-21
2856,Shadowboxer,Freestyle Releasing,93,R,2006-07-21
2857,Darshan: The Embrace,IFC First Take,92,,2006-07-26
2858,Little Miss Sunshine,20th Century Fox,101,R,2006-07-26
2859,13 Tzameti,Palm Pictures,93,Not Rated,2006-07-28
2860,America: Freedom to Fascism,Cinema Libre Studio,95,,2006-07-28
2861,Another Gay Movie,TLA Releasing,92,Not Rated,2006-07-28
2862,Brothers of the Head,IFC Films,93,Not Rated,2006-07-28
2863,I Like Killing Flies,THINKFilm,80,TV-MA,2006-07-28
2864,John Tucker Must Die,20th Century Fox,89,PG-13,2006-07-28
2865,Miami Vice,Universal Pictures,134,R,2006-07-28
2866,Scoop,Universal Pictures,96,PG-13,2006-07-28
2867,The Ant Bully,Warner Bros.,88,PG,2006-07-28
2868,Barnyard,Paramount Pictures,90,PG,2006-08-04
2869,Boynton Beach Club,Roadside Attractions,105,R,2006-08-04
2870,Jailbait,Kindred Media Group,90,R,2006-08-04
2871,"My Country, My Country",Zeitgeist Films,90,Not Rated,2006-08-04
2872,QuinceaÃ±era,Sony Pictures,90,R,2006-08-04
2873,Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures,108,PG-13,2006-08-04
2874,The Bridesmaid,First Run Features,111,,2006-08-04
2875,The Descent,Lionsgate,99,R,2006-08-04
2876,The Night Listener,The Weinstein Company,82,R,2006-08-04
2877,Lunacy,Zeitgeist Films,118,,2006-08-09
2878,World Trade Center,Paramount Pictures,129,PG-13,2006-08-09
2879,Conversations with Other Women,,84,R,2006-08-11
2880,Half Nelson,THINKFilm,106,R,2006-08-11
2881,House of Sand,Sony Pictures,115,R,2006-08-11
2882,Poster Boy,Regent Releasing,,R,2006-08-11
2883,Pulse,Dimension Films,90,R,2006-08-11
2884,Step Up,Walt Disney,104,PG-13,2006-08-11
2885,The Ordeal,Palm Pictures,88,,2006-08-11
2886,Zoom,Sony Pictures,83,PG,2006-08-11
2887,10th & Wolf,THINKFilm,107,R,2006-08-18
2888,Accepted,Universal Pictures,90,PG-13,2006-08-18
2889,Factotum,IFC Films,94,R,2006-08-18
2890,King Leopold's Ghost,Aloha Releasing Inc.,108,PG-13,2006-08-18
2891,Material Girls,Metro-Goldwyn-Mayer,97,PG,2006-08-18
2892,Pusher II: With Blood On My Hands,Magnolia Pictures,100,Not Rated,2006-08-18
2893,Pusher III: I'm the Angel of Death,Magnolia Pictures,90,Not Rated,2006-08-18
2894,Snakes on a Plane,Warner Bros.,105,R,2006-08-18
2895,The Illusionist,Yari Film Group Releasing,110,PG-13,2006-08-18
2896,Trust the Man,20th Century Fox,103,R,2006-08-18
2897,When the Levees Broke: A Requiem in Four Acts,Home Box Office (HBO),255,TV-MA,2006-08-21
2898,Fratricide,Koch Lorber Films,,,2006-08-23
2899,Princesas,IFC First Take,109,,2006-08-23
2900,Beerfest,Warner Bros.,110,R,2006-08-25
2901,How to Eat Fried Worms,Warner Bros.,98,PG,2006-08-25
2902,Idlewild,Universal Pictures,121,R,2006-08-25
2903,Invincible,Walt Disney,105,PG,2006-08-25
2904,Queens,Regent Releasing,107,R,2006-08-25
2905,Surviving Eden,Good Films Releasing,89,,2006-08-25
2906,The Dogwalker,Truly Indie,99,,2006-08-25
2907,The Quiet,Sony Pictures,96,R,2006-08-25
2908,Andy Warhol: A Documentary Film,,240,,2006-09-01
2909,Bubot Niyar,Strand Releasing,80,,2006-09-01
2910,Crank,Lionsgate,88,R,2006-09-01
2911,Crossover,Sony Pictures,95,PG-13,2006-09-01
2912,Idiocracy,20th Century Fox,84,R,2006-09-01
2913,Lassie,Roadside Attractions,100,PG,2006-09-01
2914,Looking for Kitty,THINKFilm,,R,2006-09-01
2915,Mutual Appreciation,Goodbye Cruel Releasing,110,Unrated,2006-09-01
2916,Riding Alone for Thousands of Miles,Sony Pictures,107,PG,2006-09-01
2917,The Wicker Man,Warner Bros.,102,Not Rated,2006-09-01
2918,This Film Is Not Yet Rated,IFC Films,97,TV-MA,2006-09-01
2919,Saint of 9/11,IFC Films,90,,2006-09-06
2920,Broken Bridges,Paramount Pictures,105,PG-13,2006-09-08
2921,Hollywoodland,Universal Pictures,126,R,2006-09-08
2922,I Trust You to Kill Me,First Independent Pictures,105,R,2006-09-08
2923,Iraq for Sale: The War Profiteers,Brave New Films,75,,2006-09-08
2924,Le petit lieutenant,Koch Lorber Films,110,Unrated,2006-09-08
2925,Man Push Cart,Koch Lorber Films,87,,2006-09-08
2926,Red Doors,Polychrome Pictures,90,R,2006-09-08
2927,Rolling Family,Palm Pictures,103,Not Rated,2006-09-08
2928,SherryBaby,IFC Films,96,Not Rated,2006-09-08
2929,The Covenant,Sony Pictures,97,PG-13,2006-09-08
2930,The Protector,The Weinstein Company,81,R,2006-09-08
2931,Vajra Sky Over Tibet,,89,,2006-09-08
2932,Al Franken: God Spoke,Balcony Releasing,90,,2006-09-13
2933,Aurora Borealis,Regent Releasing,110,R,2006-09-15
2934,Confetti,20th Century Fox,100,R,2006-09-15
2935,Everyone's Hero,20th Century Fox,88,G,2006-09-15
2936,Gridiron Gang,Sony Pictures,125,PG-13,2006-09-15
2937,Haven,Freestyle Releasing,115,R,2006-09-15
2938,Keeping Mum,THINKFilm,103,R,2006-09-15
2939,The Black Dahlia,Universal Pictures,121,R,2006-09-15
2940,The Ground Truth,Universal Pictures,72,R,2006-09-15
2941,The Last Kiss,Paramount Pictures,104,R,2006-09-15
2942,The U.S. vs. John Lennon,Lionsgate,99,PG-13,2006-09-15
2943,Old Joy,Kino International,76,,2006-09-20
2944,SÃ³lo con tu pareja,IFC First Take,94,,2006-09-20
2945,All the King's Men,Sony Pictures,128,PG-13,2006-09-22
2946,American Blackout,,92,,2006-09-22
2947,American Hardcore,Sony Pictures,100,R,2006-09-22
2948,Fearless,Rogue Pictures,103,Unrated,2006-09-22
2949,Feast,The Weinstein Company,95,R,2006-09-22
2950,Flyboys,Metro-Goldwyn-Mayer,140,PG-13,2006-09-22
2951,Jackass Number Two,Paramount Pictures,92,R,2006-09-22
2952,Jesus Camp,Magnolia Pictures,87,PG-13,2006-09-22
2953,Renaissance,The Weinstein Company,105,R,2006-09-22
2954,The Blossoming of Maximo Oliveros,Unico Entertainment,100,,2006-09-22
2955,The Science of Sleep,Warner Bros.,105,R,2006-09-22
2956,Zen Noir,Magic Lamp Releasing,71,,2006-09-22
2957,The Last King of Scotland,20th Century Fox,123,R,2006-09-27
2958,A Guide to Recognizing Your Saints,First Look International,100,R,2006-09-29
2959,Be with Me,Film Movement,93,,2006-09-29
2960,Broken Sky,Strand Releasing,140,PG-13,2006-09-29
2961,Open Season,Sony Pictures,83,PG,2006-09-29
2962,School for Scoundrels,Metro-Goldwyn-Mayer,100,Not Rated,2006-09-29
2963,The Guardian,Walt Disney,139,PG-13,2006-09-29
2964,loudQUIETloud: A Film About the Pixies,,85,,2006-09-29
2965,The Queen,The Weinstein Company,103,PG-13,2006-09-30
2966,...So Goes the Nation,IFC First Take,90,Not Rated,2006-10-04
2967,Shortbus,THINKFilm,101,Not Rated,2006-10-04
2968,Wrestling with Angels: Playwright Tony Kushner,Balcony Releasing,98,,2006-10-04
2969,49 Up,First Run Features,,,2006-10-06
2970,Black Gold,California Newsreel,78,Unrated,2006-10-06
2971,El Cortez,Brazos Productions,94,R,2006-10-06
2972,Employee of the Month,Lionsgate,103,PG-13,2006-10-06
2973,Kettle of Fish,Screen Media Films,97,R,2006-10-06
2974,Little Children,Warner Bros.,136,R,2006-10-06
2975,Tales of the Rat Fink,Abramorama,78,,2006-10-06
2976,The Departed,Warner Bros.,151,R,2006-10-06
2977,The Texas Chainsaw Massacre: The Beginning,Warner Bros.,91,NC-17,2006-10-06
2978,So Much So Fast,Balcony Releasing,87,,2006-10-11
2979,Alex Rider: Operation Stormbreaker,Metro-Goldwyn-Mayer,93,PG,2006-10-13
2980,Deliver Us from Evil,Lionsgate,101,Not Rated,2006-10-13
2981,Driving Lessons,Sony Pictures,98,PG-13,2006-10-13
2982,Infamous,Warner Bros.,110,R,2006-10-13
2983,Man of the Year,Universal Pictures,115,PG-13,2006-10-13
2984,Nearing Grace,Whitewater Films,105,R,2006-10-13
2985,One Night with the King,8x Entertainment,123,PG,2006-10-13
2986,The Grudge 2,Sony Pictures,102,PG-13,2006-10-13
2987,The Marine,20th Century Fox,92,Unrated,2006-10-13
2988,The Ritchie Boys,Menemsha Films,90,,2006-10-13
2989,Tideland,THINKFilm,120,R,2006-10-13
2990,Zerophilia,TLA Releasing,90,,2006-10-13
2991,51 Birch Street,Truly Indie,90,Unrated,2006-10-18
2992,Hair High,E.D. Distribution,78,,2006-10-18
2993,Sweet Land,Libero,110,PG,2006-10-18
2994,Flags of Our Fathers,Paramount Pictures,132,R,2006-10-20
2995,Flicka,20th Century Fox,95,PG,2006-10-20
2996,Jonestown: The Life and Death of Peoples Temple,Seventh Art Releasing,86,,2006-10-20
2997,Marie Antoinette,Sony Pictures,123,PG-13,2006-10-20
2998,Requiem,IFC First Take,89,TV-MA,2006-10-20
2999,Running with Scissors,Sony Pictures,116,R,2006-10-20
3000,Sleeping Dogs Lie,Roadside Attractions,87,R,2006-10-20
3001,The Prestige,Walt Disney,130,PG-13,2006-10-20
3002,20 Centimeters,TLA Releasing,112,,2006-10-27
3003,Absolute Wilson,New Yorker Films,105,Unrated,2006-10-27
3004,Babel,Paramount Pictures,143,R,2006-10-27
3005,Catch a Fire,Universal Pictures,101,PG-13,2006-10-27
3006,Climates,Zeitgeist Films,101,Unrated,2006-10-27
3007,Cocaine Cowboys,Magnolia Pictures,118,R,2006-10-27
3008,Conversations with God,Samuel Goldwyn Films,109,PG,2006-10-27
3009,Death of a President,Newmarket Films,97,R,2006-10-27
3010,Saw III,Lionsgate,108,NC-17,2006-10-27
3011,Shut Up & Sing,The Weinstein Company,93,R,2006-10-27
3012,The Bridge,IFC Films,94,R,2006-10-27
3013,The Wild Blue Yonder,Subversive Cinema,80,,2006-10-27
3014,RomÃ¡ntico,Kino International,80,,2006-11-01
3015,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,20th Century Fox,84,R,2006-11-03
3016,Commune,First Run Features,78,,2006-11-03
3017,En soap,Strand Releasing,104,,2006-11-03
3018,Flushed Away,Paramount Pictures,85,PG,2006-11-03
3019,Shottas,Sony Pictures,95,R,2006-11-03
3020,The Santa Clause 3: The Escape Clause,Walt Disney,97,G,2006-11-03
3021,Unknown,IFC First Take,85,Not Rated,2006-11-03
3022,Volver,Sony Pictures,121,R,2006-11-03
3023,Wondrous Oblivion,Palm Pictures,106,PG,2006-11-03
3024,A Good Year,20th Century Fox,118,PG-13,2006-11-10
3025,Captive,Koch Lorber Films,115,Unrated,2006-11-10
3026,Coffee Date,TLA Releasing,94,Not Rated,2006-11-10
3027,Come Early Morning,Bold Films,97,R,2006-11-10
3028,Copying Beethoven,Metro-Goldwyn-Mayer,104,PG-13,2006-11-10
3029,Fuck,THINKFilm,93,Unrated,2006-11-10
3030,Fur: An Imaginary Portrait of Diane Arbus,Picturehouse Entertainment,122,R,2006-11-10
3031,Harsh Times,Bauer Martinez Studios,116,R,2006-11-10
3032,Iraq in Fragments,Typecast Releasing,94,,2006-11-10
3033,Stranger Than Fiction,Sony Pictures,113,PG-13,2006-11-10
3034,The Cave of the Yellow Dog,Tartan,93,G,2006-11-10
3035,The Return,Rogue Pictures,85,PG-13,2006-11-10
3036,Flannel Pajamas,Gigantic Pictures,124,R,2006-11-15
3037,Who the #$&% Is Jackson Pollock?,Picturehouse Entertainment,74,PG-13,2006-11-15
3038,Bobby,Metro-Goldwyn-Mayer,120,R,2006-11-17
3039,Candy,THINKFilm,108,R,2006-11-17
3040,Casino Royale,Sony Pictures,144,PG-13,2006-11-17
3041,Fast Food Nation,20th Century Fox,116,R,2006-11-17
3042,For Your Consideration,Warner Bros.,86,PG-13,2006-11-17
3043,Happy Feet,Village Roadshow Entertainment,108,PG,2006-11-17
3044,Let's Go to Prison,Universal Pictures,84,R,2006-11-17
3045,The Aura,IFC First Take,134,Unrated,2006-11-17
3046,The PianoTuner of EarthQuakes,Zeitgeist Films,99,,2006-11-17
3047,The History Boys,20th Century Fox,109,R,2006-11-21
3048,Backstage,Strand Releasing,112,,2006-11-22
3049,Deck the Halls,20th Century Fox,93,PG,2006-11-22
